customer_id,split,actual_subscription,subscription_label,predicted_probability,predicted_probability_x10000,predicted_probability_display,score_rank,score_percentile,selected_policy_flag,recommendation_group,score_band,score_band_tableau,age,job,marital,education,contact,month,campaign,previous,poutcome,recommended_top_5,recommended_top_10,recommended_top_15,recommended_top_20,recommended_top_25,recommended_top_30,predicted_label_0_5
test_000628,test,0,Did Not Subscribe,0.30317238,3032,30.32%,1974,0.4993656432377569,0,Not Recommended,0.20 to 0.39,20% to 39%,51,management,married,high.school,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_002997,test,0,Did Not Subscribe,0.30313322,3031,30.31%,1975,0.4991119005328597,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_002569,test,0,Did Not Subscribe,0.30307698,3031,30.31%,1976,0.4988581578279625,0,Not Recommended,0.20 to 0.39,20% to 39%,29,technician,single,professional.course,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_001555,test,0,Did Not Subscribe,0.3030435,3030,30.30%,1977,0.4986044151230652,0,Not Recommended,0.20 to 0.39,20% to 39%,43,management,married,university.degree,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_000994,test,0,Did Not Subscribe,0.30295354,3030,30.30%,1978,0.498350672418168,0,Not Recommended,0.20 to 0.39,20% to 39%,60,self-employed,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003682,test,0,Did Not Subscribe,0.30294305,3029,30.29%,1979,0.4980969297132708,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,single,university.degree,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000717,test,0,Did Not Subscribe,0.30284348,3028,30.28%,1980,0.4978431870083735,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,single,university.degree,telephone,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_002871,test,0,Did Not Subscribe,0.30283657,3028,30.28%,1981,0.4975894443034763,0,Not Recommended,0.20 to 0.39,20% to 39%,35,blue-collar,married,basic.9y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002543,test,0,Did Not Subscribe,0.30282,3028,30.28%,1982,0.4973357015985791,0,Not Recommended,0.20 to 0.39,20% to 39%,38,blue-collar,married,basic.6y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_001899,test,0,Did Not Subscribe,0.30264997,3026,30.26%,1983,0.4970819588936818,0,Not Recommended,0.20 to 0.39,20% to 39%,33,housemaid,married,basic.9y,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002681,test,0,Did Not Subscribe,0.30262142,3026,30.26%,1984,0.4968282161887846,0,Not Recommended,0.20 to 0.39,20% to 39%,29,technician,single,professional.course,cellular,aug,6,0,nonexistent,0,0,0,0,0,0,0
test_000906,test,0,Did Not Subscribe,0.3026203,3026,30.26%,1985,0.4965744734838874,0,Not Recommended,0.20 to 0.39,20% to 39%,33,unemployed,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_000066,test,0,Did Not Subscribe,0.30258027,3026,30.26%,1986,0.4963207307789901,0,Not Recommended,0.20 to 0.39,20% to 39%,33,blue-collar,married,basic.4y,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001101,test,0,Did Not Subscribe,0.3024618,3025,30.25%,1987,0.4960669880740929,0,Not Recommended,0.20 to 0.39,20% to 39%,31,management,married,university.degree,cellular,may,1,1,failure,0,0,0,0,0,0,0
test_003346,test,0,Did Not Subscribe,0.30227607,3023,30.23%,1988,0.4958132453691957,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,single,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002758,test,0,Did Not Subscribe,0.30225244,3023,30.23%,1989,0.4955595026642984,0,Not Recommended,0.20 to 0.39,20% to 39%,50,management,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003798,test,0,Did Not Subscribe,0.30213517,3021,30.21%,1990,0.4953057599594012,0,Not Recommended,0.20 to 0.39,20% to 39%,55,services,married,basic.4y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_002796,test,0,Did Not Subscribe,0.30212158,3021,30.21%,1991,0.495052017254504,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,married,high.school,cellular,may,1,0,nonexistent,0,0,0,0,0,0,0
test_001200,test,0,Did Not Subscribe,0.302081,3021,30.21%,1992,0.4947982745496067,0,Not Recommended,0.20 to 0.39,20% to 39%,59,entrepreneur,married,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_000866,test,0,Did Not Subscribe,0.30196533,3020,30.20%,1993,0.4945445318447095,0,Not Recommended,0.20 to 0.39,20% to 39%,51,blue-collar,married,basic.9y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003705,test,0,Did Not Subscribe,0.3019258,3019,30.19%,1994,0.4942907891398123,0,Not Recommended,0.20 to 0.39,20% to 39%,46,admin.,married,university.degree,cellular,aug,9,0,nonexistent,0,0,0,0,0,0,0
test_000005,test,0,Did Not Subscribe,0.30179822,3018,30.18%,1995,0.494037046434915,0,Not Recommended,0.20 to 0.39,20% to 39%,35,services,married,high.school,cellular,apr,1,0,nonexistent,0,0,0,0,0,0,0
test_003519,test,0,Did Not Subscribe,0.30175278,3018,30.18%,1996,0.4937833037300178,0,Not Recommended,0.20 to 0.39,20% to 39%,32,blue-collar,married,basic.4y,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_001270,test,0,Did Not Subscribe,0.30163,3016,30.16%,1997,0.4935295610251206,0,Not Recommended,0.20 to 0.39,20% to 39%,31,blue-collar,married,basic.6y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_001479,test,1,Subscribed,0.30142757,3014,30.14%,1998,0.4932758183202232,0,Not Recommended,0.20 to 0.39,20% to 39%,34,management,divorced,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000492,test,0,Did Not Subscribe,0.3014224,3014,30.14%,1999,0.493022075615326,0,Not Recommended,0.20 to 0.39,20% to 39%,33,blue-collar,married,basic.6y,telephone,may,2,0,nonexistent,0,0,0,0,0,0,0
test_000427,test,0,Did Not Subscribe,0.30133313,3013,30.13%,2000,0.4927683329104289,0,Not Recommended,0.20 to 0.39,20% to 39%,45,services,married,professional.course,cellular,aug,11,0,nonexistent,0,0,0,0,0,0,0
test_000903,test,0,Did Not Subscribe,0.30108362,3011,30.11%,2001,0.4925145902055315,0,Not Recommended,0.20 to 0.39,20% to 39%,54,unemployed,married,university.degree,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_002886,test,1,Subscribed,0.30096284,3010,30.10%,2002,0.4922608475006343,0,Not Recommended,0.20 to 0.39,20% to 39%,35,technician,single,high.school,cellular,nov,3,0,nonexistent,0,0,0,0,0,0,0
test_000052,test,0,Did Not Subscribe,0.30090138,3009,30.09%,2003,0.4920071047957371,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,married,high.school,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000003,test,0,Did Not Subscribe,0.30078834,3008,30.08%,2004,0.4917533620908398,0,Not Recommended,0.20 to 0.39,20% to 39%,28,self-employed,married,university.degree,telephone,nov,1,1,failure,0,0,0,0,0,0,0
test_002766,test,0,Did Not Subscribe,0.30067462,3007,30.07%,2005,0.4914996193859426,0,Not Recommended,0.20 to 0.39,20% to 39%,51,blue-collar,divorced,basic.9y,cellular,jul,7,0,nonexistent,0,0,0,0,0,0,0
test_003422,test,0,Did Not Subscribe,0.3005977,3006,30.06%,2006,0.4912458766810454,0,Not Recommended,0.20 to 0.39,20% to 39%,37,admin.,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_000721,test,0,Did Not Subscribe,0.30053946,3005,30.05%,2007,0.4909921339761481,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,telephone,may,4,0,nonexistent,0,0,0,0,0,0,0
test_000163,test,0,Did Not Subscribe,0.30049288,3005,30.05%,2008,0.4907383912712509,0,Not Recommended,0.20 to 0.39,20% to 39%,33,blue-collar,married,basic.9y,telephone,may,1,0,nonexistent,0,0,0,0,0,0,0
test_000636,test,0,Did Not Subscribe,0.2999944,3000,30.00%,2009,0.4904846485663537,0,Not Recommended,0.20 to 0.39,20% to 39%,39,services,married,basic.9y,cellular,nov,1,0,nonexistent,0,0,0,0,0,0,0
test_003490,test,0,Did Not Subscribe,0.29995647,3000,30.00%,2010,0.4902309058614564,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_002706,test,0,Did Not Subscribe,0.29991332,2999,29.99%,2011,0.4899771631565592,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,single,high.school,cellular,may,7,0,nonexistent,0,0,0,0,0,0,0
test_001700,test,0,Did Not Subscribe,0.2998268,2998,29.98%,2012,0.489723420451662,0,Not Recommended,0.20 to 0.39,20% to 39%,57,technician,married,professional.course,cellular,nov,4,0,nonexistent,0,0,0,0,0,0,0
test_000783,test,0,Did Not Subscribe,0.299652,2997,29.97%,2013,0.4894696777467647,0,Not Recommended,0.20 to 0.39,20% to 39%,51,entrepreneur,married,university.degree,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_001710,test,0,Did Not Subscribe,0.29943442,2994,29.94%,2014,0.4892159350418675,0,Not Recommended,0.20 to 0.39,20% to 39%,41,technician,married,professional.course,cellular,aug,7,0,nonexistent,0,0,0,0,0,0,0
test_000586,test,0,Did Not Subscribe,0.29930744,2993,29.93%,2015,0.4889621923369703,0,Not Recommended,0.20 to 0.39,20% to 39%,31,management,single,university.degree,telephone,nov,3,0,nonexistent,0,0,0,0,0,0,0
test_001104,test,0,Did Not Subscribe,0.2992165,2992,29.92%,2016,0.488708449632073,0,Not Recommended,0.20 to 0.39,20% to 39%,42,admin.,married,university.degree,telephone,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_000423,test,0,Did Not Subscribe,0.2991081,2991,29.91%,2017,0.4884547069271758,0,Not Recommended,0.20 to 0.39,20% to 39%,26,blue-collar,married,basic.9y,cellular,may,8,0,nonexistent,0,0,0,0,0,0,0
test_000772,test,0,Did Not Subscribe,0.29904076,2990,29.90%,2018,0.4882009642222786,0,Not Recommended,0.20 to 0.39,20% to 39%,50,unemployed,married,professional.course,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002568,test,0,Did Not Subscribe,0.29882875,2988,29.88%,2019,0.4879472215173813,0,Not Recommended,0.20 to 0.39,20% to 39%,44,admin.,married,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_000297,test,0,Did Not Subscribe,0.29873532,2987,29.87%,2020,0.4876934788124841,0,Not Recommended,0.20 to 0.39,20% to 39%,47,admin.,divorced,university.degree,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_001552,test,0,Did Not Subscribe,0.29872915,2987,29.87%,2021,0.4874397361075869,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,basic.4y,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_000539,test,0,Did Not Subscribe,0.29869908,2987,29.87%,2022,0.4871859934026896,0,Not Recommended,0.20 to 0.39,20% to 39%,39,blue-collar,married,basic.6y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_003108,test,0,Did Not Subscribe,0.29833403,2983,29.83%,2023,0.4869322506977924,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,married,university.degree,telephone,jun,7,0,nonexistent,0,0,0,0,0,0,0
test_001373,test,0,Did Not Subscribe,0.29830316,2983,29.83%,2024,0.4866785079928952,0,Not Recommended,0.20 to 0.39,20% to 39%,58,blue-collar,married,basic.9y,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_000217,test,0,Did Not Subscribe,0.29820028,2982,29.82%,2025,0.4864247652879979,0,Not Recommended,0.20 to 0.39,20% to 39%,51,blue-collar,married,basic.9y,cellular,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003053,test,0,Did Not Subscribe,0.29811135,2981,29.81%,2026,0.4861710225831007,0,Not Recommended,0.20 to 0.39,20% to 39%,46,blue-collar,married,basic.6y,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_002595,test,0,Did Not Subscribe,0.29803288,2980,29.80%,2027,0.4859172798782035,0,Not Recommended,0.20 to 0.39,20% to 39%,49,admin.,married,university.degree,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_002862,test,0,Did Not Subscribe,0.29799137,2980,29.80%,2028,0.4856635371733062,0,Not Recommended,0.20 to 0.39,20% to 39%,33,admin.,single,high.school,cellular,may,9,1,failure,0,0,0,0,0,0,0
test_001139,test,0,Did Not Subscribe,0.29794252,2979,29.79%,2029,0.485409794468409,0,Not Recommended,0.20 to 0.39,20% to 39%,39,admin.,single,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002863,test,0,Did Not Subscribe,0.29776838,2978,29.78%,2030,0.4851560517635118,0,Not Recommended,0.20 to 0.39,20% to 39%,58,retired,married,professional.course,telephone,jun,5,0,nonexistent,0,0,0,0,0,0,0
test_002750,test,0,Did Not Subscribe,0.29775825,2978,29.78%,2031,0.4849023090586145,0,Not Recommended,0.20 to 0.39,20% to 39%,52,technician,married,high.school,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001429,test,0,Did Not Subscribe,0.2977411,2977,29.77%,2032,0.4846485663537173,0,Not Recommended,0.20 to 0.39,20% to 39%,43,management,married,university.degree,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000089,test,0,Did Not Subscribe,0.29769114,2977,29.77%,2033,0.4843948236488201,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,married,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003437,test,0,Did Not Subscribe,0.29763082,2976,29.76%,2034,0.4841410809439228,0,Not Recommended,0.20 to 0.39,20% to 39%,34,admin.,married,university.degree,cellular,aug,11,0,nonexistent,0,0,0,0,0,0,0
test_001675,test,0,Did Not Subscribe,0.2976067,2976,29.76%,2035,0.4838873382390256,0,Not Recommended,0.20 to 0.39,20% to 39%,53,services,married,high.school,cellular,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_002292,test,0,Did Not Subscribe,0.2975976,2976,29.76%,2036,0.4836335955341284,0,Not Recommended,0.20 to 0.39,20% to 39%,48,admin.,married,high.school,cellular,jul,6,0,nonexistent,0,0,0,0,0,0,0
test_001857,test,0,Did Not Subscribe,0.2975495,2975,29.75%,2037,0.4833798528292311,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_003700,test,0,Did Not Subscribe,0.29735023,2974,29.74%,2038,0.4831261101243339,0,Not Recommended,0.20 to 0.39,20% to 39%,36,blue-collar,married,basic.9y,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_002530,test,0,Did Not Subscribe,0.29733947,2973,29.73%,2039,0.4828723674194367,0,Not Recommended,0.20 to 0.39,20% to 39%,51,technician,married,high.school,cellular,jul,4,0,nonexistent,0,0,0,0,0,0,0
test_003620,test,1,Subscribed,0.29713076,2971,29.71%,2040,0.4826186247145394,0,Not Recommended,0.20 to 0.39,20% to 39%,41,blue-collar,married,basic.9y,cellular,apr,3,1,failure,0,0,0,0,0,0,0
test_003266,test,0,Did Not Subscribe,0.29692173,2969,29.69%,2041,0.4823648820096422,0,Not Recommended,0.20 to 0.39,20% to 39%,51,technician,married,professional.course,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003914,test,0,Did Not Subscribe,0.29689434,2969,29.69%,2042,0.482111139304745,0,Not Recommended,0.20 to 0.39,20% to 39%,31,technician,married,university.degree,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_003639,test,0,Did Not Subscribe,0.29671523,2967,29.67%,2043,0.4818573965998477,0,Not Recommended,0.20 to 0.39,20% to 39%,34,technician,single,university.degree,telephone,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_003180,test,0,Did Not Subscribe,0.29669276,2967,29.67%,2044,0.4816036538949505,0,Not Recommended,0.20 to 0.39,20% to 39%,43,technician,married,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_001944,test,0,Did Not Subscribe,0.2966792,2967,29.67%,2045,0.4813499111900533,0,Not Recommended,0.20 to 0.39,20% to 39%,45,admin.,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_002692,test,0,Did Not Subscribe,0.29667222,2967,29.67%,2046,0.481096168485156,0,Not Recommended,0.20 to 0.39,20% to 39%,38,unemployed,single,university.degree,cellular,aug,6,0,nonexistent,0,0,0,0,0,0,0
test_002804,test,0,Did Not Subscribe,0.29657504,2966,29.66%,2047,0.4808424257802588,0,Not Recommended,0.20 to 0.39,20% to 39%,41,technician,married,university.degree,cellular,nov,2,0,nonexistent,0,0,0,0,0,0,0
test_001177,test,0,Did Not Subscribe,0.2965565,2966,29.66%,2048,0.4805886830753616,0,Not Recommended,0.20 to 0.39,20% to 39%,58,blue-collar,married,high.school,telephone,jun,3,0,nonexistent,0,0,0,0,0,0,0
test_000997,test,0,Did Not Subscribe,0.2962649,2963,29.63%,2049,0.4803349403704643,0,Not Recommended,0.20 to 0.39,20% to 39%,35,admin.,married,university.degree,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_003629,test,0,Did Not Subscribe,0.29625925,2963,29.63%,2050,0.4800811976655671,0,Not Recommended,0.20 to 0.39,20% to 39%,41,blue-collar,married,basic.4y,cellular,jul,2,0,nonexistent,0,0,0,0,0,0,0
test_003268,test,0,Did Not Subscribe,0.29625162,2963,29.63%,2051,0.4798274549606699,0,Not Recommended,0.20 to 0.39,20% to 39%,30,technician,married,university.degree,telephone,jun,6,0,nonexistent,0,0,0,0,0,0,0
test_003257,test,0,Did Not Subscribe,0.2962432,2962,29.62%,2052,0.4795737122557726,0,Not Recommended,0.20 to 0.39,20% to 39%,51,technician,divorced,professional.course,cellular,aug,3,0,nonexistent,0,0,0,0,0,0,0
test_001232,test,0,Did Not Subscribe,0.29623118,2962,29.62%,2053,0.4793199695508754,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,single,university.degree,cellular,aug,7,0,nonexistent,0,0,0,0,0,0,0
test_001009,test,0,Did Not Subscribe,0.29619187,2962,29.62%,2054,0.4790662268459782,0,Not Recommended,0.20 to 0.39,20% to 39%,43,admin.,married,university.degree,cellular,aug,6,0,nonexistent,0,0,0,0,0,0,0
test_001236,test,0,Did Not Subscribe,0.296104,2961,29.61%,2055,0.4788124841410809,0,Not Recommended,0.20 to 0.39,20% to 39%,35,self-employed,married,university.degree,cellular,nov,3,0,nonexistent,0,0,0,0,0,0,0
test_001356,test,0,Did Not Subscribe,0.2960726,2961,29.61%,2056,0.4785587414361837,0,Not Recommended,0.20 to 0.39,20% to 39%,52,blue-collar,married,basic.9y,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001202,test,0,Did Not Subscribe,0.29606813,2961,29.61%,2057,0.4783049987312865,0,Not Recommended,0.20 to 0.39,20% to 39%,38,admin.,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
test_001345,test,0,Did Not Subscribe,0.29602817,2960,29.60%,2058,0.4780512560263892,0,Not Recommended,0.20 to 0.39,20% to 39%,32,technician,married,professional.course,cellular,may,2,1,failure,0,0,0,0,0,0,0
test_001632,test,0,Did Not Subscribe,0.295914,2959,29.59%,2059,0.477797513321492,0,Not Recommended,0.20 to 0.39,20% to 39%,31,admin.,married,university.degree,cellular,aug,4,0,nonexistent,0,0,0,0,0,0,0
test_001062,test,0,Did Not Subscribe,0.29586226,2959,29.59%,2060,0.4775437706165948,0,Not Recommended,0.20 to 0.39,20% to 39%,29,management,single,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_001163,test,0,Did Not Subscribe,0.29569688,2957,29.57%,2061,0.4772900279116975,0,Not Recommended,0.20 to 0.39,20% to 39%,35,self-employed,married,university.degree,telephone,jul,3,0,nonexistent,0,0,0,0,0,0,0
test_000176,test,0,Did Not Subscribe,0.2955011,2955,29.55%,2062,0.4770362852068003,0,Not Recommended,0.20 to 0.39,20% to 39%,50,blue-collar,married,basic.4y,cellular,jul,6,0,nonexistent,0,0,0,0,0,0,0
test_003290,test,0,Did Not Subscribe,0.2954701,2955,29.55%,2063,0.4767825425019031,0,Not Recommended,0.20 to 0.39,20% to 39%,48,blue-collar,married,basic.9y,cellular,jul,4,0,nonexistent,0,0,0,0,0,0,0
test_001231,test,0,Did Not Subscribe,0.29544887,2954,29.54%,2064,0.4765287997970058,0,Not Recommended,0.20 to 0.39,20% to 39%,28,blue-collar,married,high.school,telephone,jun,4,0,nonexistent,0,0,0,0,0,0,0
test_003158,test,0,Did Not Subscribe,0.29541376,2954,29.54%,2065,0.4762750570921086,0,Not Recommended,0.20 to 0.39,20% to 39%,29,admin.,single,high.school,telephone,jun,4,0,nonexistent,0,0,0,0,0,0,0
test_002115,test,0,Did Not Subscribe,0.29534703,2953,29.53%,2066,0.4760213143872114,0,Not Recommended,0.20 to 0.39,20% to 39%,40,entrepreneur,married,basic.9y,telephone,jun,1,0,nonexistent,0,0,0,0,0,0,0
test_002545,test,0,Did Not Subscribe,0.29530737,2953,29.53%,2067,0.4757675716823141,0,Not Recommended,0.20 to 0.39,20% to 39%,33,unemployed,married,university.degree,cellular,aug,1,0,nonexistent,0,0,0,0,0,0,0
test_000314,test,0,Did Not Subscribe,0.29516694,2952,29.52%,2068,0.4755138289774169,0,Not Recommended,0.20 to 0.39,20% to 39%,57,blue-collar,married,basic.4y,cellular,may,2,1,failure,0,0,0,0,0,0,0
test_003746,test,0,Did Not Subscribe,0.29507557,2951,29.51%,2069,0.4752600862725197,0,Not Recommended,0.20 to 0.39,20% to 39%,58,entrepreneur,married,university.degree,telephone,jul,1,0,nonexistent,0,0,0,0,0,0,0
test_003817,test,0,Did Not Subscribe,0.29502076,2950,29.50%,2070,0.4750063435676224,0,Not Recommended,0.20 to 0.39,20% to 39%,44,blue-collar,married,basic.6y,cellular,aug,5,0,nonexistent,0,0,0,0,0,0,0
test_002271,test,1,Subscribed,0.2948174,2948,29.48%,2071,0.4747526008627252,0,Not Recommended,0.20 to 0.39,20% to 39%,29,technician,single,professional.course,cellular,nov,1,1,failure,0,0,0,0,0,0,0
test_002620,test,0,Did Not Subscribe,0.29457933,2946,29.46%,2072,0.474498858157828,0,Not Recommended,0.20 to 0.39,20% to 39%,46,management,married,university.degree,cellular,may,4,0,nonexistent,0,0,0,0,0,0,0
test_001916,test,0,Did Not Subscribe,0.29422727,2942,29.42%,2073,0.4742451154529307,0,Not Recommended,0.20 to 0.39,20% to 39%,30,admin.,married,university.degree,telephone,jun,7,0,nonexistent,0,0,0,0,0,0,0
test_001550,test,0,Did Not Subscribe,0.29415387,2942,29.42%,2074,0.4739913727480335,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,single,high.school,telephone,jun,2,0,nonexistent,0,0,0,0,0,0,0
test_000055,test,0,Did Not Subscribe,0.29413825,2941,29.41%,2075,0.4737376300431363,0,Not Recommended,0.20 to 0.39,20% to 39%,32,admin.,single,university.degree,cellular,aug,2,0,nonexistent,0,0,0,0,0,0,0
